key,fare_amount
2015-01-27 13:08:24.0000002,10.275428918479887
2015-01-27 13:08:24.0000003,11.008206261578863
2011-10-08 11:53:44.0000002,4.556261701467756
2012-12-01 21:12:12.0000002,9.16952376387237
2012-12-01 21:12:12.0000003,16.51999823121365
2012-12-01 21:12:12.0000005,9.911982976497194
2011-10-06 12:10:20.0000001,5.394018107649095
2011-10-06 12:10:20.0000003,49.72218153134166
2011-10-06 12:10:20.0000002,11.369944619065251
2014-02-18 15:22:20.0000002,6.762180519512556
2014-02-18 15:22:20.0000003,8.758879095234718
2014-02-18 15:22:20.0000001,18.99027499964845
2010-03-29 20:20:32.0000002,3.9474657734590273
2010-03-29 20:20:32.0000001,6.625121110602886
2011-10-06 03:59:12.0000002,7.27670559238664
2011-10-06 03:59:12.0000001,9.958375481345197
2012-07-15 16:45:04.0000006,4.907074202350518
2012-07-15 16:45:04.0000002,8.30520503385373
2012-07-15 16:45:04.0000003,4.828544539967722
2012-07-15 16:45:04.0000004,4.526747473770383
2014-10-29 02:09:56.0000001,6.977096351741857
2014-06-14 13:39:00.00000010,8.418235765117565
2014-06-14 13:39:00.00000060,8.028259574752836
2014-06-14 13:39:00.00000087,7.143591457546248
2014-06-14 13:39:00.00000050,17.99051845538107
2014-06-14 13:39:00.0000003,6.738757865997881
2014-06-14 13:39:00.000000158,40.36233310035071
2014-06-14 13:39:00.00000015,24.38039243366687
2014-06-14 13:39:00.00000073,6.267567292448831
2014-06-14 13:39:00.00000077,16.059980973020615
2014-06-14 13:39:00.000000145,9.17488831618085
2014-06-14 13:39:00.00000079,5.375244612676046
2014-06-14 13:39:00.000000121,5.133823865520132
2014-06-14 13:39:00.00000021,11.560589781927431
2014-06-14 13:39:00.0000005,8.013132641772382
2014-06-14 13:39:00.000000165,6.71571773309868
2014-06-14 13:39:00.000000184,6.003855093741219
2014-06-14 13:39:00.00000059,6.2488230389078545
2014-06-14 13:39:00.00000070,8.09286047455291
2014-06-14 13:39:00.00000068,4.551983088727617
2014-06-14 13:39:00.000000133,17.552341316783078
2014-06-14 13:39:00.000000128,9.143432440922565
2014-06-14 13:39:00.000000136,19.765403949546197
2014-06-14 13:39:00.00000017,12.550025196912685
2014-06-14 13:39:00.000000111,5.553851482622175
2014-06-14 13:39:00.000000115,11.51770343043195
2014-06-14 13:39:00.000000168,6.073569344274053
2014-06-14 13:39:00.00000031,6.718036007640052
2014-06-14 13:39:00.000000116,6.3514204980280615
2014-06-14 13:39:00.00000051,4.728270231763246
